,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
223,Married,84169.0,0,0,8/7/13,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SA
224,Single,39763.0,1,0,8/4/13,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP
225,Divorced,74165.0,0,0,5/1/13,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,CA
226,Single,42720.0,1,1,4/24/13,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,GER
227,Married,65275.0,0,0,4/3/13,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP
228,Married,36443.0,1,1,2/3/13,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,SP
229,Together,43776.0,1,1,2/3/13,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,SA
230,Together,56046.0,0,0,1/2/13,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,GER
231,Married,65148.0,0,1,11/16/12,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,CA
232,Divorced,49431.0,0,1,8/3/12,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP
233,Together,32583.0,1,1,6/15/14,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
234,Single,16653.0,1,0,4/18/14,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,SP
235,Together,26850.0,1,1,4/18/14,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP
236,Married,51287.0,1,1,4/1/14,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP
237,Married,43050.0,1,0,3/18/14,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP
238,Married,73448.0,0,0,2/10/14,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,CA
239,Married,17256.0,1,0,11/23/13,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,US
240,Single,86429.0,0,0,11/21/13,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,SA
241,Married,33569.0,1,0,10/16/13,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,SP
242,Together,25130.0,1,0,10/2/13,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,CA
243,Married,62998.0,0,1,9/30/13,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,CA
244,Together,26907.0,1,1,8/20/13,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,SP
245,Together,26907.0,1,1,8/20/13,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS
246,Married,45579.0,0,1,8/20/13,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP
247,Together,47320.0,0,1,8/1/13,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,CA
248,Divorced,70179.0,0,1,7/21/13,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,SA
249,Divorced,70179.0,0,1,7/21/13,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,US
250,Married,28072.0,1,0,7/8/13,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,CA
251,Married,50501.0,1,1,6/18/13,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,IND
252,Together,58917.0,1,2,3/24/13,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,SA
253,Together,69372.0,0,0,2/19/13,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,CA
254,Married,35178.0,1,0,1/10/13,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP
255,Married,35178.0,1,0,1/10/13,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,AUS
256,Divorced,75693.0,0,0,12/6/12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,SP
257,Married,69109.0,0,0,11/9/12,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,US
258,Married,69109.0,0,0,11/9/12,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,SP
259,Together,80134.0,0,0,2/14/14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP
260,Divorced,64713.0,1,0,2/7/14,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,AUS
261,Divorced,41411.0,0,0,12/7/13,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,SP
263,Single,55521.0,1,2,10/22/13,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,SP
264,Together,43795.0,0,1,10/16/13,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,SP
265,Together,22070.0,1,0,10/4/13,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,SA
266,Married,36408.0,1,1,9/21/13,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,GER
267,Together,34026.0,1,1,8/5/13,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA
268,Together,34026.0,1,1,8/5/13,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP
269,Married,46049.0,1,1,7/21/13,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,SP
270,Married,35641.0,1,0,7/14/13,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,SA
271,Together,32414.0,0,0,7/4/13,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA
272,Married,59821.0,0,1,4/12/13,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA
273,Married,34968.0,1,0,4/10/13,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA
274,Married,56320.0,0,1,4/8/13,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP
275,Married,70091.0,1,0,3/31/13,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP
276,Together,46097.0,0,1,3/31/13,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,SA
277,Divorced,41003.0,0,0,3/17/13,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,SA
278,Together,44911.0,0,1,3/15/13,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP
279,Single,33249.0,1,0,2/20/13,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS
280,Single,33249.0,1,0,2/20/13,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP
281,Divorced,42873.0,1,1,1/21/13,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA
282,Married,51039.0,1,1,12/10/12,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,AUS
283,Together,78952.0,0,1,9/24/12,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP
284,Divorced,29435.0,1,1,8/6/12,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA
285,Divorced,79865.0,0,1,6/18/14,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA
286,Alone,34176.0,1,0,5/12/14,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,CA
287,Single,34176.0,1,0,5/12/14,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND
288,Together,65968.0,0,1,5/12/14,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,CA
289,Single,86424.0,0,0,4/5/14,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,SA
290,Divorced,67272.0,0,1,12/21/13,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP
291,Single,78499.0,0,0,11/23/13,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,CA
292,Together,77044.0,0,1,10/27/13,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP
293,Single,70515.0,0,0,10/21/13,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME
294,Together,17459.0,1,0,9/19/13,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP
295,Married,80336.0,0,0,9/9/13,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP
296,Married,15759.0,0,0,9/5/13,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP
297,Together,26326.0,0,0,9/4/13,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,GER
298,Together,62061.0,0,1,8/31/13,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP
299,Married,5305.0,0,1,7/30/13,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND
300,Single,75777.0,0,0,7/4/13,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,AUS
301,Single,75777.0,0,0,7/4/13,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,IND
302,Together,71499.0,0,1,6/25/13,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP
303,Single,31626.0,1,0,5/10/13,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER
304,Together,42670.0,0,0,4/27/13,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,SA
305,Single,83917.0,0,0,4/18/13,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP
306,Together,41021.0,1,0,12/30/12,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA
307,Married,79456.0,0,0,8/22/12,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP
308,Divorced,78789.0,0,0,8/8/12,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP
309,Married,50870.0,0,1,6/19/14,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP
310,Married,35876.0,0,0,4/20/14,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP
311,Married,23539.0,0,0,2/28/14,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA
312,Single,32557.0,1,0,2/24/14,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA
313,Married,62466.0,0,1,1/15/14,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
314,Married,62466.0,0,1,1/15/14,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
315,Married,54198.0,1,1,12/17/13,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP
316,Married,82170.0,0,0,11/25/13,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA
317,Single,61798.0,0,0,11/23/13,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP
318,Single,15253.0,1,0,10/28/13,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA
319,Married,78285.0,0,0,10/28/13,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER
320,Single,62535.0,0,1,10/3/13,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP
321,Together,27190.0,1,0,8/15/13,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,SP
322,Married,48985.0,0,1,7/5/13,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP
323,Married,72940.0,0,0,6/19/13,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,SA
324,Married,36145.0,1,0,6/16/13,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,US
325,Together,157146.0,0,0,4/29/13,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA
326,Married,81843.0,0,0,4/22/13,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP
327,Together,41883.0,1,0,3/19/13,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,CA
328,Married,45759.0,1,1,2/23/13,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND
329,Married,45759.0,1,1,2/23/13,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,SP
330,Together,78394.0,0,0,2/15/13,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP
331,Single,30279.0,1,0,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP
332,Single,30279.0,1,0,12/30/12,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP
333,Widow,31880.0,1,0,10/31/12,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP
334,Widow,60208.0,1,1,10/7/12,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,SP
335,Together,78687.0,0,0,8/9/12,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP
336,Married,37401.0,1,0,5/6/14,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
337,Married,37401.0,1,0,5/6/14,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,IND
338,Together,75315.0,0,1,4/15/14,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA
339,Single,69263.0,0,1,3/5/14,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,CA
340,Married,78569.0,0,0,2/19/14,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,SP
341,Married,57705.0,0,1,1/11/14,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP
342,Together,74805.0,0,1,11/6/13,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP
343,Together,66426.0,0,1,10/2/13,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,SP
344,Widow,51529.0,0,1,9/7/13,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,SP
345,Married,18100.0,0,0,8/6/13,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP
346,Divorced,59601.0,0,1,7/25/13,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,US
347,Together,20981.0,0,0,4/30/13,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA
348,Married,74068.0,0,0,3/19/13,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,IND
349,Married,36790.0,0,0,3/1/13,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,SP
350,Married,18793.0,1,0,1/12/13,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,SA
351,Widow,27421.0,0,0,12/12/12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP
352,Married,30675.0,1,0,11/12/12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP
353,Together,83145.0,0,0,9/22/12,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP
354,Together,34053.0,0,1,9/10/12,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,SP
355,Single,31788.0,1,0,3/20/14,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA
356,Married,45894.0,0,2,2/27/14,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP
357,Divorced,41986.0,0,1,2/9/14,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,SP
358,Married,42769.0,0,1,10/12/13,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,CA
359,Together,58582.0,0,1,9/28/13,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP
360,Married,49096.0,1,1,9/24/13,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA
361,Single,76412.0,0,0,5/5/13,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA
362,Married,18929.0,0,0,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP
363,Married,18929.0,0,0,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP
364,Married,18929.0,0,0,2/16/13,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,IND
365,Single,21888.0,1,0,12/29/12,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP
366,Together,41580.0,1,1,12/10/12,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP
367,Married,31605.0,1,0,11/22/12,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP
368,Divorced,25509.0,1,0,9/18/12,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
369,Divorced,25509.0,1,0,9/18/12,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP
370,Widow,33051.0,0,0,8/16/12,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP
371,Together,28764.0,1,1,6/5/14,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,SP
372,Married,32146.0,1,0,5/12/14,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA
373,Single,22148.0,0,0,4/13/14,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
374,Married,36781.0,1,0,4/10/14,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP
375,Married,54197.0,0,1,4/3/14,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,SP
376,Single,93790.0,0,0,2/12/14,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA
377,Single,24762.0,1,0,2/10/14,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA
378,Married,30477.0,1,0,1/22/14,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND
379,Divorced,11448.0,0,0,12/15/13,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP
380,Divorced,70844.0,1,1,10/30/13,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER
381,Single,30828.0,1,0,10/4/13,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS
382,Together,62513.0,0,1,9/9/13,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US
383,Married,27733.0,1,0,8/26/13,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER
384,Together,39435.0,1,0,8/6/13,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,SP
385,Single,75345.0,0,0,2/2/13,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP
386,Together,20491.0,0,0,1/25/13,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER
387,Married,36715.0,1,0,11/17/12,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP
388,Together,71706.0,0,1,11/13/12,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA
389,Married,69063.0,0,1,11/7/12,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP
390,Married,24645.0,1,0,11/1/12,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA
391,Married,35797.0,0,1,10/16/12,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA
392,Married,44078.0,1,1,6/19/14,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA
393,Single,26954.0,1,0,5/8/14,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
395,Together,38887.0,1,0,3/2/14,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS
396,Married,65463.0,1,0,1/30/14,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP
397,Together,53537.0,1,1,1/30/14,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND
398,Single,36230.0,1,0,10/17/13,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP
399,Married,80763.0,0,0,8/15/13,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA
400,Married,60585.0,1,1,6/24/13,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA
401,Single,49166.0,0,1,6/13/13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND
402,Together,75261.0,0,0,4/23/13,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP
403,Together,89891.0,0,0,4/15/13,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS
404,Married,72828.0,0,1,2/14/13,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP
405,Together,75278.0,0,0,1/29/13,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA
406,Single,38557.0,1,0,12/19/12,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA
407,Married,81300.0,0,1,10/30/12,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP
408,Divorced,60161.0,0,1,10/23/12,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA
409,Married,69389.0,0,1,9/28/12,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS
410,Divorced,64497.0,0,1,9/10/12,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA
411,Married,61014.0,0,1,8/11/12,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND
412,Married,44319.0,1,1,4/17/14,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA
413,Married,53233.0,0,1,3/18/14,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA
414,Together,77972.0,0,0,3/18/14,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA
415,Divorced,81361.0,0,0,2/25/14,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER
416,Divorced,81361.0,0,0,2/25/14,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA
417,Single,25707.0,1,0,1/18/14,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP
418,Married,42403.0,1,0,12/11/13,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP
419,Single,65704.0,0,0,10/13/13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER
420,Married,37406.0,1,0,10/10/13,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP
421,Together,39767.0,0,0,7/21/13,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP
422,Married,54210.0,0,1,5/20/13,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP
423,Divorced,57136.0,0,0,5/18/13,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA
424,Married,40794.0,0,1,4/7/13,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP
425,Together,83003.0,0,0,3/3/13,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP
426,Married,89058.0,0,0,12/7/12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA
427,Together,20193.0,0,0,11/28/12,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP
428,Married,72099.0,0,0,10/27/12,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP
429,Married,43824.0,1,1,9/15/12,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP
430,Together,66653.0,1,1,9/7/12,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS
431,Married,44359.0,1,1,6/17/14,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP
432,Married,79410.0,0,0,5/29/14,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP
433,Married,55842.0,0,1,5/23/14,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP
434,Widow,79946.0,0,0,5/12/14,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA
435,Single,88194.0,0,1,3/19/14,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER
436,Married,80184.0,0,0,3/1/14,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP
437,Divorced,76982.0,0,0,2/15/14,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP
438,Single,65295.0,0,0,12/23/13,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US
439,Together,57100.0,0,0,12/4/13,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA
440,Married,29009.0,1,0,11/29/13,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US
441,Married,78931.0,0,0,10/25/13,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA
442,Married,7500.0,1,0,10/2/13,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS
443,Married,56939.0,0,1,9/18/13,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP
444,Single,64509.0,0,0,8/17/13,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,SA
445,Married,30093.0,0,0,7/8/13,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,SP
446,Together,30351.0,1,0,6/6/13,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US
447,Together,30351.0,1,0,6/6/13,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP
448,Together,38201.0,0,1,3/29/13,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA
450,Married,43974.0,1,0,12/12/12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA
